,action_id,action_type_label,action_subcategory_label,action_start_date,action_year,action_end_date,action_collection_year,action_collection,action_universe,action_category_label,action_channel,action_label,client_id,client_is_present,client_is_invited,duration,duration_days,gain_user,cluster_not_attending_gain,real_gain_event
8427,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c22920555,1,1,0 days,0.0,-2803.9797380035106,-105.20959864090082,-2698.77013936261
8428,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c57852245,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8429,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c58681968,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8430,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c81072544,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8431,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c37994335,1,1,0 days,0.0,-2803.9797380035106,-105.20959864090082,-2698.77013936261
8432,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c06360973,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8433,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c33261238,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8434,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c41536761,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8435,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c69223451,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8436,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c66450570,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8437,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c73076323,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8438,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c90046838,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8439,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c88408143,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8440,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c08848640,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8441,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c92964828,1,1,0 days,0.0,-2803.9797380035106,-105.20959864090082,-2698.77013936261
8442,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c25540057,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8443,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c40470172,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8444,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c02722668,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8445,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c14767453,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8446,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c63646839,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8447,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c51958628,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8448,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c34565407,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8449,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c79186991,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8450,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c46906737,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8451,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c22562416,1,1,0 days,0.0,-2803.9797380035106,-105.20959864090082,-2698.77013936261
8452,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c82101553,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8453,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c56951961,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8454,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c85249123,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8455,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c26560752,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8456,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c09309545,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8457,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c60437873,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8458,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c90015828,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8459,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c25395374,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8460,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c31027203,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8461,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c14838853,1,1,0 days,0.0,-2803.9797380035106,-105.20959864090082,-2698.77013936261
8462,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c01911846,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8463,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c49658052,1,1,0 days,0.0,-2803.9797380035106,-105.20959864090082,-2698.77013936261
8464,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c10219552,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8465,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c79346371,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8466,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c29529970,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8467,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c48804242,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8468,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c47411410,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8469,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c25772250,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8470,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c15115896,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8471,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c73550017,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8472,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c22266458,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8473,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c06924008,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8474,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c29909229,1,1,0 days,0.0,-2803.9797380035106,-105.20959864090082,-2698.77013936261
8475,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c78518227,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8476,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c22330077,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8477,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c81014329,1,1,0 days,0.0,-2803.9797380035106,-1201.5260289461767,-1602.453709057334
8478,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c81162567,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8479,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c73842202,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8480,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c33208023,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8481,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c67463188,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8482,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c21903389,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8483,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c74301512,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8484,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c45922800,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8485,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c15686266,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8486,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c18650494,1,1,0 days,0.0,-2803.9797380035106,-105.20959864090082,-2698.77013936261
8487,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c52544532,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8488,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c02770094,1,1,0 days,0.0,-2803.9797380035106,-105.20959864090082,-2698.77013936261
8489,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c70099930,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8490,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c18878453,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8491,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c78548971,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8492,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c16712129,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8493,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c28518496,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8494,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c50446409,1,1,0 days,0.0,-2803.9797380035106,-105.20959864090082,-2698.77013936261
8495,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c00315408,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8496,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c49511995,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8497,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c36626701,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
8498,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c38519876,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8499,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c03021862,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8500,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c77468815,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8501,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c19746886,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8502,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c29909835,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8503,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c00334249,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8504,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c24585038,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8505,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c38894610,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8506,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c87219247,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8507,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c21198238,1,1,0 days,0.0,-2803.9797380035106,0.0,-2803.9797380035106
8508,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c20107890,1,1,0 days,0.0,-2803.9797380035106,-105.20959864090082,-2698.77013936261
8509,a159231,Social Celebrity Action,Collection,2020-12-18,2020,2020-12-18,2020,Retail Action,Women's Fashion,Retail,In store,Holiday Celebration,c72310063,1,1,0 days,0.0,-2803.9797380035106,-279.2448280465924,-2524.7349099569183
